Serial No.,Course ID,Course Name,Teacher Name,Teacher Rating,Teacher Friendliness,Course Difficulty,Teacher Teaching Skills,Number of Credits
2876,ECE3501,IoT Fundamentals,Dr. manpreet,5,5,2,2,2
2877,CSE3029 ,Game Programming,Dr. baburam,3,4,3,4,2
2878,CSE3013 ,Artificial Intelligence,Dr. ilayat,5,2,3,4,4
2879,CSE3024 ,Web Mining,Dr. prachi,4,1,5,1,5
2880,CSE3013 ,Artificial Intelligence,Dr. shail,3,5,4,2,5
2881,CSE4011 ,Virtualization,Dr. savita,4,5,3,3,5
2882,MAT2002,Applications of Differential and Difference Equations,Dr. tannu,4,1,2,2,3
2883,CSE4014 ,High Performance Computing,Dr. jugani,3,1,1,1,2
2884,CSE2001 ,Computer Architecture and Organization,Dr. patender,3,1,1,4,3
2885,CSE4003 ,Cyber Security,Dr. budh,4,5,1,5,2
2886,CSE3025 ,Large Scale Data Processing,Dr. jaiguna,4,4,4,5,5
2887,CSE1003 ,Digital Logic and Design,Dr. jhaban,3,3,3,4,2
2888,CSE2001 ,Computer Architecture and Organization,Dr. preet,3,1,1,2,4
2889,CSE2004 ,Database Management Systems,Dr. manbai,3,5,1,4,4
2890,CSE4011 ,Virtualization,Dr. akilesh,1,2,3,4,5
2891,CSE3021 ,Social and Information Networks,Dr. dilkhush,2,2,1,5,2
2892,ECE3501,IoT Fundamentals,Dr. pammi,5,4,2,3,5
2893,CSE2014,Compiler Design,Dr. sugandha,3,3,2,3,3
2894,MAT2002,Applications of Differential and Difference Equations,Dr. savan,2,4,1,5,2
2895,CSE2011 ,Data Structures and Algorithms,Dr. vyelet,3,5,2,3,2
2896,CSE4004 ,Digital Forensics,Dr. mul,1,2,0,5,2
2897,CSE3021 ,Social and Information Networks,Dr. deepan,5,3,4,1,5
2898,CSE3009 ,Internet of Things,Dr. tohir,5,4,1,4,2
2899,CSE3506,Essentials of Data Analytics,Dr. jawhar,2,4,5,1,4
2900,ECE3501,IoT Fundamentals,Dr. nirutma,2,2,1,1,4
2901,CSE3006 ,Embedded System Design,Dr. gajwanti,2,2,0,5,3
2902,CSE3018 ,Content Based Image and Video Retrieval,Dr. harvans,5,5,2,4,4
2903,EEE1001,Basic Electrical and Electronics Engineering,Dr. jhora,3,4,1,5,5
2904,CSE4004 ,Digital Forensics,Dr. aastha,1,2,3,1,5
2905,CSE2005 ,Operating Systems,Dr. tej,3,4,1,2,4
2906,CSE3001 ,Software Engineering,Dr. rosy,1,5,2,2,2
2907,CSE4019 ,Image Processing,Dr. doly,4,5,1,5,3
2908,MAT2002,Applications of Differential and Difference Equations,Dr. birgesh,5,3,0,2,2
2909,CSE3002 ,Internet and Web Programming,Dr. jagtar,3,4,3,2,5
2910,CSE3021 ,Social and Information Networks,Dr. amol,3,1,0,2,3
2911,CSE3001 ,Software Engineering,Dr. milkhi,1,1,3,4,3
2912,CSE3013 ,Artificial Intelligence,Dr. juna,3,4,2,1,3
2913,CSE2006 ,Microprocessor and Interfacing,Dr. parshotam,4,1,1,1,4
2914,ECE3501,IoT Fundamentals,Dr. nithyanandham,5,1,3,1,5
2915,CSE3502,Information Security Management,Dr. marjana,5,1,1,1,2
2916,CSE3018 ,Content Based Image and Video Retrieval,Dr. priynka,4,3,2,5,4
2917,CSE4011 ,Virtualization,Dr. rambarose,5,1,5,2,5
2918,CSE1003 ,Digital Logic and Design,Dr. fareen,2,4,2,3,4
2919,CSE3021 ,Social and Information Networks,Dr. veepinchand,2,5,1,3,2
2920,CSE2005 ,Operating Systems,Dr. iswar,2,1,1,4,4
2921,ECE3502,IoT Domain Analyst,Dr. muntjar,1,5,2,4,5
2922,CSE4001 ,Parallel and Distributed Computing,Dr. umesha,1,4,1,1,2
2923,CSE4011 ,Virtualization,Dr. aayesha,3,2,3,4,3
2924,CSE3009 ,Internet of Things,Dr. shabbo,1,1,1,5,3
2925,CSE4019 ,Image Processing,Dr. konti,4,1,2,2,4
2926,CSE3013 ,Artificial Intelligence,Dr. jayshing,4,5,1,5,5
2927,CSE3501,Information Security Analysis and Audit,Dr. papuu,2,5,2,2,3
2928,CSE3029 ,Game Programming,Dr. maan,3,3,0,5,2
2929,CSE2012,Design and analysis of algorithms,Dr. ashif,4,5,3,1,4
2930,CSE4001 ,Parallel and Distributed Computing,Dr. rinki,5,2,0,1,4
2931,CSE2006 ,Microprocessor and Interfacing,Dr. harneet,2,3,0,1,2
2932,CSE4019 ,Image Processing,Dr. jainub,2,4,3,2,3
2933,CSE3011 ,Robotics and its Applications,Dr. mishrilaal,3,4,1,5,2
2934,CSE3025 ,Large Scale Data Processing,Dr. jhagdu,3,3,2,3,4
2935,CSE2012,Design and analysis of algorithms,Dr. prateek,1,1,2,5,3
2936,CSE2023,Robotic Process Automation,Dr. badru,2,2,2,1,3
2937,ECE3501,IoT Fundamentals,Dr. nupur,2,2,1,3,4
2938,CSE3001 ,Software Engineering,Dr. nabal,2,1,0,2,2
2939,CSE3506,Essentials of Data Analytics,Dr. narayani,3,5,2,1,5
2940,CSE2023,Robotic Process Automation,Dr. rina,2,5,1,3,4
2941,CSE4019 ,Image Processing,Dr. balveer,4,5,1,5,5
2942,CSE2001 ,Computer Architecture and Organization,Dr. shyad,3,2,3,3,3
2943,CSE2005 ,Operating Systems,Dr. rozina,3,1,1,2,4
2944,CSE3502,Information Security Management,Dr. arshla,2,3,4,2,3
2945,CSE3505,Foundations of Data Analytics,Dr. tisar,2,1,3,4,3
2946,CSE3505,Foundations of Data Analytics,Dr. bhavesh,3,2,3,1,5
2947,CSE4019 ,Image Processing,Dr. nena,5,5,1,5,2
2948,CSE4014 ,High Performance Computing,Dr. suganti,3,5,3,4,3
2949,ECE3501,IoT Fundamentals,Dr. sunena,3,2,2,2,3
2950,CSE1003 ,Digital Logic and Design,Dr. parerna,1,2,1,1,4
2951,CSE4001 ,Parallel and Distributed Computing,Dr. suhani,1,1,0,1,5
2952,CSE3506,Essentials of Data Analytics,Dr. aaenab,4,3,0,3,2
2953,CSE2006 ,Microprocessor and Interfacing,Dr. ramjas,1,3,2,1,4
2954,CSE4019 ,Image Processing,Dr. jamadar,5,2,4,2,5
2955,EEE1001,Basic Electrical and Electronics Engineering,Dr. afsana,5,2,1,4,2
2956,CSE2011 ,Data Structures and Algorithms,Dr. shilpi,2,5,1,1,2
2957,ECE3502,IoT Domain Analyst,Dr. mahi,3,1,2,4,2
2958,MAT1014,Discrete Mathematics and Graph Theory,Dr. manbhari,4,2,1,1,4
2959,CSE3502,Information Security Management,Dr. parkash,4,2,4,4,3
2960,MAT2002,Applications of Differential and Difference Equations,Dr. anjara,4,3,4,4,4
2961,CSE4020 ,Machine Learning,Dr. ayube,5,4,1,1,4
2962,CSE2023,Robotic Process Automation,Dr. sarbjeet,3,5,0,4,5
2963,CSE2006 ,Microprocessor and Interfacing,Dr. avinash,5,4,5,2,5
2964,ECE3502,IoT Domain Analyst,Dr. mursida,2,5,1,1,2
2965,CSE4020 ,Machine Learning,Dr. mamita,1,2,1,4,4
2966,MAT2002,Applications of Differential and Difference Equations,Dr. jasbir,1,1,2,3,4
2967,CSE4001 ,Parallel and Distributed Computing,Dr. rajnesh,2,3,1,2,2
2968,CSE2012,Design and analysis of algorithms,Dr. achin,5,2,5,4,5
2969,CSE2011 ,Data Structures and Algorithms,Dr. rma,2,2,2,4,4
2970,CSE3505,Foundations of Data Analytics,Dr. simmy,3,5,2,2,4
2971,CSE3001 ,Software Engineering,Dr. nupur,2,3,2,5,3
2972,CSE3001 ,Software Engineering,Dr. afjal,4,1,3,5,5
2973,CSE3009 ,Internet of Things,Dr. deewan,2,3,0,1,3
2974,CSE3009 ,Internet of Things,Dr. mudssir,4,5,1,3,4
2975,CSE3501,Information Security Analysis and Audit,Dr. anup,5,2,2,4,3
2976,CSE4014 ,High Performance Computing,Dr. moolchul,4,1,2,3,3
2977,CSE3002 ,Internet and Web Programming,Dr. duraga,2,4,1,1,5
2978,CSE3002 ,Internet and Web Programming,Dr. basibul,1,2,1,3,3
2979,ECE3501,IoT Fundamentals,Dr. megharam,4,3,1,4,2
2980,CSE3009 ,Internet of Things,Dr. lilabai,4,3,3,4,3
2981,CSE3506,Essentials of Data Analytics,Dr. viram,4,2,3,3,3
2982,CSE4020 ,Machine Learning,Dr. razni,4,2,0,3,4
2983,CSE4003 ,Cyber Security,Dr. gilbahar,3,3,0,5,3
2984,CSE3001 ,Software Engineering,Dr. nabal,3,4,1,3,2
2985,CSE3002 ,Internet and Web Programming,Dr. konti,2,3,2,5,3
2986,CSE3502,Information Security Management,Dr. noorjaha,1,5,5,3,5
2987,CSE3025 ,Large Scale Data Processing,Dr. hazra,5,1,3,4,5
2988,CSE3506,Essentials of Data Analytics,Dr. shankarlal,4,1,2,2,2
2989,CSE2006 ,Microprocessor and Interfacing,Dr. akbari,2,4,1,1,2
2990,CSE2012,Design and analysis of algorithms,Dr. muzim,2,2,3,3,5
2991,CSE4015 ,Human Computer Interaction,Dr. chanpa,4,1,2,1,2
2992,CSE3018 ,Content Based Image and Video Retrieval,Dr. ratwari,3,3,4,1,5
2993,CSE1003 ,Digital Logic and Design,Dr. fiyaz,5,3,2,1,5
2994,CSE3506,Essentials of Data Analytics,Dr. monu,3,4,1,5,4
2995,CSE3006 ,Embedded System Design,Dr. shekher,1,1,3,3,5
2996,MAT2002,Applications of Differential and Difference Equations,Dr. amol,2,5,0,4,5
2997,CSE3020 ,Data Visualization,Dr. shama,1,2,1,1,3
2998,CSE1003 ,Digital Logic and Design,Dr. kartik,3,5,3,4,4
2999,CSE3006 ,Embedded System Design,Dr. jainab,3,4,2,5,3
3000,CSE2012,Design and analysis of algorithms,Dr. har,4,5,0,1,2
3001,CSE1003 ,Digital Logic and Design,Dr. shika,1,1,2,1,2
3002,CSE3011 ,Robotics and its Applications,Dr. harishankar,5,1,1,4,2
3003,ECE3502,IoT Domain Analyst,Dr. beby,3,1,2,4,4
3004,CSE2012,Design and analysis of algorithms,Dr. ahsan,3,5,1,1,2
3005,CSE3021 ,Social and Information Networks,Dr. ajmit,3,1,4,5,3
3006,CSE3506,Essentials of Data Analytics,Dr. ramu,4,3,5,1,5
3007,MAT3004 ,Applied Linear Algebra,Dr. abhinav,4,5,3,5,5
3008,CSE4019 ,Image Processing,Dr. milkhi,3,3,2,4,3
3009,CSE3020 ,Data Visualization,Dr. kalpadma,1,4,6,4,5
3010,CSE1003 ,Digital Logic and Design,Dr. dropti,2,5,2,3,3
3011,CSE3505,Foundations of Data Analytics,Dr. pushapa,5,3,1,5,3
3012,CSE3502,Information Security Management,Dr. shahnaz,1,3,0,5,4
3013,CSE2006 ,Microprocessor and Interfacing,Dr. abhisek,3,2,0,5,5
3014,CSE3018 ,Content Based Image and Video Retrieval,Dr. ruksar,2,2,1,1,3
3015,CSE2023,Robotic Process Automation,Dr. mooli,1,1,3,1,3
3016,CSE3506,Essentials of Data Analytics,Dr. kimat,2,5,1,2,2
3017,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. nitam,1,1,4,3,5
3018,CSE4014 ,High Performance Computing,Dr. mooldan,4,3,4,4,3
3019,CSE2012,Design and analysis of algorithms,Dr. rajkumar,2,5,3,2,4
3020,ECE3502,IoT Domain Analyst,Dr. dhalchand,5,5,1,1,2
3021,EEE1001,Basic Electrical and Electronics Engineering,Dr. deepaak,1,4,4,1,5
3022,CSE3029 ,Game Programming,Dr. koyali,2,2,0,4,5
3023,CSE4014 ,High Performance Computing,Dr. varda,3,3,0,1,4
3024,CSE2004 ,Database Management Systems,Dr. lakky,2,4,3,3,4
3025,CSE4004 ,Digital Forensics,Dr. pari,2,5,1,5,4
3026,CSE2014,Compiler Design,Dr. narendera,3,2,2,4,4
3027,CSE4015 ,Human Computer Interaction,Dr. trilochan,1,2,1,4,3
3028,CSE4020 ,Machine Learning,Dr. mangol,1,5,2,3,4
3029,CSE4019 ,Image Processing,Dr. rajkumarm,1,5,1,3,4
3030,CSE4003 ,Cyber Security,Dr. trilochan,3,5,1,3,4
3031,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. mini,1,4,1,1,2
3032,CSE4003 ,Cyber Security,Dr. bhura,4,1,4,3,5
3033,CSE3506,Essentials of Data Analytics,Dr. mahender,5,1,2,2,4
3034,ECE3501,IoT Fundamentals,Dr. mahfooj,5,2,2,2,4
3035,CSE3505,Foundations of Data Analytics,Dr. lilabai,4,3,2,3,3
3036,CSE4019 ,Image Processing,Dr. nirma,1,2,0,2,2
3037,CSE2023,Robotic Process Automation,Dr. bhakuni,5,3,4,3,5
3038,CSE2004 ,Database Management Systems,Dr. yashbir,2,2,3,5,4
3039,CSE3013 ,Artificial Intelligence,Dr. harib,2,3,0,4,5
3040,CSE4004 ,Digital Forensics,Dr. jainub,3,1,3,1,3
3041,CSE4019 ,Image Processing,Dr. shailender,4,4,4,4,5
3042,CSE3020 ,Data Visualization,Dr. raminder,2,5,3,1,3
3043,CSE4019 ,Image Processing,Dr. pangita,5,5,0,1,2
3044,CSE3024 ,Web Mining,Dr. popinder,2,5,5,2,5
3045,CSE3001 ,Software Engineering,Dr. japneet,2,5,1,1,2
3046,ECE3501,IoT Fundamentals,Dr. taniya,5,4,4,3,5
3047,CSE2023,Robotic Process Automation,Dr. papu,2,1,0,1,2
3048,CSE2013,Theory of Computation,Dr. inkoo,3,5,1,5,4
3049,CSE4003 ,Cyber Security,Dr. sweeti,2,1,0,5,5
3050,CSE3502,Information Security Management,Dr. mudbir,4,1,2,4,3
3051,CSE3011 ,Robotics and its Applications,Dr. rinkoo,2,1,5,3,4
3052,CSE4004 ,Digital Forensics,Dr. rustam,4,2,2,4,5
3053,ECE3502,IoT Domain Analyst,Dr. dulari,2,1,3,3,5
3054,CSE3024 ,Web Mining,Dr. sedarath,3,1,2,5,3
3055,CSE1004 ,Network and Communication,Dr. jitender,5,2,1,5,4
3056,CSE4011 ,Virtualization,Dr. evan,2,3,2,1,3
3057,CSE2023,Robotic Process Automation,Dr. lisha,1,4,3,5,3
3058,CSE3002 ,Internet and Web Programming,Dr. badru,2,4,4,5,5
3059,CSE4020 ,Machine Learning,Dr. ruksar,2,3,2,1,3
3060,CSE4019 ,Image Processing,Dr. sirazudeen,2,1,1,1,2
3061,CSE3018 ,Content Based Image and Video Retrieval,Dr. shambhu,1,2,2,2,5
3062,CSE4014 ,High Performance Computing,Dr. aaradhana,3,4,2,1,3
3063,CSE3505,Foundations of Data Analytics,Dr. saurabh,4,3,2,3,2
3064,CSE4019 ,Image Processing,Dr. himashu,2,2,1,2,2
3065,ECE3502,IoT Domain Analyst,Dr. saroj,5,1,2,1,3
3066,CSE3009 ,Internet of Things,Dr. umashanker,1,2,1,1,2
3067,CSE3024 ,Web Mining,Dr. shidharth,1,4,3,2,5
3068,CSE3029 ,Game Programming,Dr. rema,2,1,1,4,2
3069,CSE3002 ,Internet and Web Programming,Dr. kalua,3,1,1,1,2
3070,CSE2005 ,Operating Systems,Dr. moh,3,5,3,3,4
3071,CSE3021 ,Social and Information Networks,Dr. sikandar,2,4,2,2,2
3072,MAT1014,Discrete Mathematics and Graph Theory,Dr. puspa&,2,2,3,4,3
3073,CSE3506,Essentials of Data Analytics,Dr. payana,1,5,1,2,5
3074,CSE3002 ,Internet and Web Programming,Dr. raghuvir,2,3,4,3,4
3075,CSE4003 ,Cyber Security,Dr. baljinder,2,5,2,1,5
3076,CSE4014 ,High Performance Computing,Dr. kedarnath,5,5,3,3,3
3077,MAT1014,Discrete Mathematics and Graph Theory,Dr. jaskaran,3,2,3,2,3
3078,CSE4003 ,Cyber Security,Dr. megharaj,5,3,3,5,5
3079,CSE2013,Theory of Computation,Dr. beni,3,4,1,3,4
3080,CSE4015 ,Human Computer Interaction,Dr. sayara,2,5,2,3,4
3081,CSE1004 ,Network and Communication,Dr. fahira,4,3,6,5,5
3082,CSE2004 ,Database Management Systems,Dr. reema,1,3,1,2,4
3083,CSE4003 ,Cyber Security,Dr. mayak,4,3,2,1,3
3084,CSE2013,Theory of Computation,Dr. shaboob,2,1,3,5,3
3085,CSE2001 ,Computer Architecture and Organization,Dr. manojkumar,2,4,2,3,5
3086,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. hemleta,3,2,2,1,3
3087,CSE2014,Compiler Design,Dr. sima,1,4,2,5,5
3088,CSE4001 ,Parallel and Distributed Computing,Dr. minka,3,1,1,3,2
3089,CSE4022 ,Natural Language Processing,Dr. anekha,1,4,3,2,2
3090,CSE4014 ,High Performance Computing,Dr. brijlal,1,1,1,1,4
3091,MAT3004 ,Applied Linear Algebra,Dr. sadhna,1,4,4,5,5
3092,CSE3011 ,Robotics and its Applications,Dr. jugan,3,4,0,3,5
3093,CSE2006 ,Microprocessor and Interfacing,Dr. zahid,1,2,1,5,3
3094,CSE2014,Compiler Design,Dr. prinkya,3,5,1,5,3
3095,CSE3502,Information Security Management,Dr. najim,2,4,3,5,2
3096,CSE1003 ,Digital Logic and Design,Dr. ghan,1,4,2,1,4
3097,CSE3013 ,Artificial Intelligence,Dr. muzim,4,5,1,2,5
3098,CSE2013,Theory of Computation,Dr. koyal,1,5,2,1,5
3099,CSE1003 ,Digital Logic and Design,Dr. bhonu,4,2,3,1,5
3100,CSE2005 ,Operating Systems,Dr. barti,5,4,1,4,3
3101,ECE3502,IoT Domain Analyst,Dr. ruchendra,5,3,3,2,4
3102,CSE4003 ,Cyber Security,Dr. chitra,1,5,2,3,3
3103,CSE2004 ,Database Management Systems,Dr. neelkant,4,5,0,5,3
3104,CSE3024 ,Web Mining,Dr. vakesh,5,4,2,1,5
3105,CSE3024 ,Web Mining,Dr. golden,3,3,3,4,3
3106,CSE3506,Essentials of Data Analytics,Dr. chakra,4,5,3,1,4
3107,CSE3502,Information Security Management,Dr. jainaf,5,1,4,1,5
3108,CSE2001 ,Computer Architecture and Organization,Dr. bhemji,1,5,2,2,3
3109,CSE2011 ,Data Structures and Algorithms,Dr. khalil,3,5,2,2,2
3110,CSE4004 ,Digital Forensics,Dr. rohil,5,3,4,3,5
3111,CSE3501,Information Security Analysis and Audit,Dr. tahir,4,3,3,4,5
3112,CSE3001 ,Software Engineering,Dr. bohati,5,3,2,4,5
3113,CSE3020 ,Data Visualization,Dr. lasar,3,4,2,2,3
3114,CSE3001 ,Software Engineering,Dr. sana,3,1,2,2,5
3115,CSE3029 ,Game Programming,Dr. gulista,5,4,2,5,4
3116,CSE1007 ,Java Programming,Dr. chaya,2,3,2,1,4
3117,CSE3001 ,Software Engineering,Dr. jully,4,1,5,5,5
3118,CSE4001 ,Parallel and Distributed Computing,Dr. majrula,5,2,1,3,2
3119,CSE3506,Essentials of Data Analytics,Dr. parmeswari,2,5,1,5,2
3120,MAT3004 ,Applied Linear Algebra,Dr. sohib,2,3,1,5,2
3121,CSE3013 ,Artificial Intelligence,Dr. manjusha,2,3,1,4,2
3122,MAT2002,Applications of Differential and Difference Equations,Dr. chtarpal,5,1,2,2,3
3123,CSE4004 ,Digital Forensics,Dr. dhapu,1,5,0,1,2
3124,CSE1004 ,Network and Communication,Dr. deeya,1,2,1,1,3
3125,CSE4003 ,Cyber Security,Dr. khshbu,5,5,1,5,3
3126,CSE4015 ,Human Computer Interaction,Dr. vishnu,5,3,0,4,4
3127,CSE4011 ,Virtualization,Dr. manmeet,5,2,1,3,4
3128,CSE4022 ,Natural Language Processing,Dr. jameer,4,2,2,3,2
3129,CSE3501,Information Security Analysis and Audit,Dr. deyji,4,3,0,5,2
3130,CSE3006 ,Embedded System Design,Dr. naeem,2,5,2,2,3
3131,MAT3004 ,Applied Linear Algebra,Dr. jhumki,4,2,1,5,5
3132,CSE2011 ,Data Structures and Algorithms,Dr. ramrati,4,4,2,2,3
3133,CSE3002 ,Internet and Web Programming,Dr. juneb,4,5,0,5,2
3134,CSE4011 ,Virtualization,Dr. ikrar,5,1,2,1,3
3135,EEE1001,Basic Electrical and Electronics Engineering,Dr. gango,2,2,0,3,2
3136,CSE1007 ,Java Programming,Dr. dayal,4,3,3,4,5
3137,CSE4004 ,Digital Forensics,Dr. shashwat,4,3,6,5,5
3138,ECE3501,IoT Fundamentals,Dr. aaysha,5,1,3,1,3
3139,CSE2012,Design and analysis of algorithms,Dr. balraj,4,3,1,4,2
3140,CSE3020 ,Data Visualization,Dr. pawansingh,4,5,3,1,4
3141,CSE3020 ,Data Visualization,Dr. sayra,2,1,0,3,5
3142,CSE3011 ,Robotics and its Applications,Dr. sibanaz,5,2,3,3,2
3143,CSE3024 ,Web Mining,Dr. bhatari,1,3,4,1,5
3144,CSE4001 ,Parallel and Distributed Computing,Dr. rinesh,4,3,2,1,4
3145,MAT1014,Discrete Mathematics and Graph Theory,Dr. laksh,2,4,2,2,3
3146,CSE3002 ,Internet and Web Programming,Dr. shahjad,1,5,2,2,4
3147,CSE2023,Robotic Process Automation,Dr. deepka,3,5,3,4,3
3148,CSE2005 ,Operating Systems,Dr. chhabeel,2,4,0,5,5
3149,ECE3501,IoT Fundamentals,Dr. mukish,2,5,2,3,3
3150,ECE3501,IoT Fundamentals,Dr. damodar,2,3,3,4,4
3151,CSE2001 ,Computer Architecture and Organization,Dr. israil,3,1,0,3,5
3152,CSE4001 ,Parallel and Distributed Computing,Dr. sazi,3,4,3,4,5
3153,CSE2023,Robotic Process Automation,Dr. azmira,5,3,2,3,2
3154,CSE3029 ,Game Programming,Dr. dilawar,1,3,2,4,3
3155,MAT1014,Discrete Mathematics and Graph Theory,Dr. yaqoob,2,5,4,3,4
3156,CSE3011 ,Robotics and its Applications,Dr. sadur,4,2,2,3,4
3157,CSE1003 ,Digital Logic and Design,Dr. mangelal,5,3,4,3,5
3158,CSE2004 ,Database Management Systems,Dr. priyaki,2,5,0,5,2
3159,CSE2005 ,Operating Systems,Dr. sifa,5,1,1,1,2
3160,CSE4014 ,High Performance Computing,Dr. devanand,2,4,0,2,4
3161,CSE3002 ,Internet and Web Programming,Dr. chunnu,4,1,1,5,2
3162,MAT3004 ,Applied Linear Algebra,Dr. cheddi,5,5,2,4,2
3163,CSE3024 ,Web Mining,Dr. narendra,2,2,2,5,5
3164,CSE4020 ,Machine Learning,Dr. sadiq,2,3,1,2,4
3165,CSE2004 ,Database Management Systems,Dr. hemanshu,3,5,0,2,4
3166,CSE3001 ,Software Engineering,Dr. sazmin,4,5,1,1,3
3167,MAT1014,Discrete Mathematics and Graph Theory,Dr. sahna,3,2,3,5,3
3168,CSE3018 ,Content Based Image and Video Retrieval,Dr. gulafshan,5,4,2,1,3
3169,CSE3506,Essentials of Data Analytics,Dr. parjinder,5,5,1,4,4
3170,CSE2012,Design and analysis of algorithms,Dr. ravindera,1,4,0,4,4
3171,ECE3502,IoT Domain Analyst,Dr. ish,2,4,5,5,5
3172,ECE3502,IoT Domain Analyst,Dr. sonaki,1,1,0,3,2
3173,CSE1007 ,Java Programming,Dr. danwati,2,2,1,4,3
3174,CSE3506,Essentials of Data Analytics,Dr. pooja/varsha,3,2,2,2,2
3175,CSE3506,Essentials of Data Analytics,Dr. khushnaseeb,2,3,1,2,4
3176,CSE4019 ,Image Processing,Dr. lehru,3,2,3,2,5
3177,CSE2004 ,Database Management Systems,Dr. suwa,5,1,1,4,2
3178,ECE3502,IoT Domain Analyst,Dr. dhurender,2,4,4,2,5
3179,CSE4015 ,Human Computer Interaction,Dr. alahbasri,1,2,2,5,3
3180,CSE1007 ,Java Programming,Dr. harees,1,2,3,1,3
3181,CSE4001 ,Parallel and Distributed Computing,Dr. manu,1,3,1,5,3
3182,CSE2004 ,Database Management Systems,Dr. shivyalam,2,2,0,3,5
3183,CSE3024 ,Web Mining,Dr. arsh,1,3,0,1,3
3184,ECE3502,IoT Domain Analyst,Dr. shekiba,1,3,0,2,3
3185,CSE4020 ,Machine Learning,Dr. bato,2,1,0,5,2
3186,CSE3006 ,Embedded System Design,Dr. paras,5,3,1,3,2
3187,CSE2004 ,Database Management Systems,Dr. akansh,1,3,3,2,5
3188,EEE1001,Basic Electrical and Electronics Engineering,Dr. bhatri,2,3,1,5,2
3189,CSE4011 ,Virtualization,Dr. souvik,1,5,3,2,5
3190,CSE3029 ,Game Programming,Dr. devideen,1,4,3,5,3
3191,CSE3002 ,Internet and Web Programming,Dr. lakshya,2,3,0,3,2
3192,CSE2023,Robotic Process Automation,Dr. gulshan,4,2,1,4,4
3193,CSE4001 ,Parallel and Distributed Computing,Dr. puspha,4,1,2,2,2
3194,CSE1003 ,Digital Logic and Design,Dr. indu,2,5,1,5,4
3195,CSE2006 ,Microprocessor and Interfacing,Dr. anoura,3,2,1,3,3
3196,CSE4019 ,Image Processing,Dr. sankarlal,2,3,4,2,4
3197,CSE2004 ,Database Management Systems,Dr. gulfam,1,2,1,4,2
3198,CSE3020 ,Data Visualization,Dr. aisha,2,4,2,3,5
3199,CSE3013 ,Artificial Intelligence,Dr. aatif,5,1,1,4,2
3200,CSE3502,Information Security Management,Dr. bharti,2,4,0,1,4
3201,CSE4022 ,Natural Language Processing,Dr. sunaki,3,5,5,4,4
3202,CSE4019 ,Image Processing,Dr. amasi,4,2,5,1,5
3203,CSE4011 ,Virtualization,Dr. mool,4,2,2,4,5
3204,CSE2014,Compiler Design,Dr. dhara,2,5,2,3,2
3205,CSE4015 ,Human Computer Interaction,Dr. janvi,1,2,3,2,3
3206,CSE1003 ,Digital Logic and Design,Dr. miss,1,3,1,5,4
3207,CSE3011 ,Robotics and its Applications,Dr. kajul,5,3,2,1,5
3208,CSE2001 ,Computer Architecture and Organization,Dr. banju,4,5,2,2,2
3209,CSE3018 ,Content Based Image and Video Retrieval,Dr. gyatri,1,5,2,2,3
3210,CSE4003 ,Cyber Security,Dr. shashai,1,2,2,4,4
3211,CSE4022 ,Natural Language Processing,Dr. shahvaj,1,4,2,3,2
3212,CSE2012,Design and analysis of algorithms,Dr. bishana,2,5,0,3,5
3213,CSE3021 ,Social and Information Networks,Dr. lalu,2,5,3,3,3
3214,CSE2001 ,Computer Architecture and Organization,Dr. noorpa,3,1,1,4,3
3215,CSE4004 ,Digital Forensics,Dr. fooljhnah,4,2,1,3,4
3216,ECE3502,IoT Domain Analyst,Dr. yasib,3,5,1,4,5
3217,CSE3502,Information Security Management,Dr. junl,3,4,2,2,4
3218,CSE2011 ,Data Structures and Algorithms,Dr. harshmeet,2,1,0,1,2
3219,CSE4019 ,Image Processing,Dr. sudhdev,2,4,3,5,5
3220,CSE3018 ,Content Based Image and Video Retrieval,Dr. gauravgil,1,4,0,2,4
3221,CSE2006 ,Microprocessor and Interfacing,Dr. sukrita,4,5,1,2,4
3222,EEE1001,Basic Electrical and Electronics Engineering,Dr. jatan,3,1,1,2,3
3223,CSE4019 ,Image Processing,Dr. yatharth,1,2,1,4,5
3224,CSE3029 ,Game Programming,Dr. wajuddin,3,4,0,3,2
3225,CSE3501,Information Security Analysis and Audit,Dr. sidhrath,1,5,2,4,2
3226,CSE4022 ,Natural Language Processing,Dr. nagendra,4,2,1,1,3
3227,CSE3505,Foundations of Data Analytics,Dr. vidyawati,1,1,0,1,5
3228,EEE1001,Basic Electrical and Electronics Engineering,Dr. rakeeba,1,5,1,4,3
3229,CSE3029 ,Game Programming,Dr. lakshit,5,4,1,5,4
3230,CSE2001 ,Computer Architecture and Organization,Dr. akansh,4,4,4,1,4
3231,CSE3506,Essentials of Data Analytics,Dr. trilok,5,2,0,5,4
